iter	Logloss
479	0.1434297832
480	0.1431741077
481	0.1429898292
482	0.1427718659
483	0.1425132169
484	0.1423607148
485	0.1422724311
486	0.1421017995
487	0.1420543901
488	0.1418949424
489	0.1417099982
490	0.1415758806
491	0.1414385011
492	0.1411579948
493	0.141077289
494	0.1409342732
495	0.1406769334
496	0.1405006433
497	0.1402940526
498	0.1401464101
499	0.1399687997
500	0.1397192043
501	0.1396682778
502	0.1395649602
503	0.1393376327
504	0.1391298437
505	0.1390631399
506	0.1388034147
507	0.1387599441
508	0.1385543741
509	0.1384579022
510	0.138244732
511	0.1380461963
512	0.1379408594
513	0.1378400937
514	0.1377532634
515	0.137680768
516	0.1376542064
517	0.137406009
518	0.1372994294
519	0.1370380843
520	0.1369488242
521	0.1366839176
522	0.1365423885
523	0.1363620044
524	0.1362773266
525	0.1361930482
526	0.1360544149
527	0.1359258671
528	0.1357719891
529	0.1356670517
530	0.1355994048
531	0.1354447058
532	0.1353422537
533	0.1352466361
534	0.1351442061
535	0.1350722544
536	0.134932212
537	0.1347165122
538	0.1345464243
539	0.1343214822
540	0.1343036191
541	0.1342635103
542	0.1342050502
543	0.1339558987
544	0.1337325543
545	0.1335809952
546	0.1334473658
547	0.1333624772
548	0.1331304343
549	0.1329930214
550	0.1329245869
551	0.1328270831
552	0.1326858536
553	0.1325302559
554	0.1323305996
555	0.1321506592
556	0.1318865958
557	0.131815565
558	0.1317891143
559	0.1314899349
560	0.1313083636
561	0.1311454653
562	0.1309983554
563	0.1308700627
564	0.1307403721
565	0.1305775737
566	0.1302856061
567	0.130129498
568	0.1300595878
569	0.1299207215
570	0.1297467725
571	0.1295397934
572	0.1294518537
573	0.1292814884
574	0.1290724456
575	0.129009259
576	0.1289078387
577	0.1287330576
578	0.1286199763
579	0.1284662981
580	0.1282923713
581	0.1281358749
582	0.1279987394
583	0.1279413445
584	0.1278495103
585	0.1277645551
586	0.1275905729
587	0.127409867
588	0.1273742073
589	0.1272621135
590	0.1269362948
591	0.1268390129
592	0.1267360282
593	0.1265756152
594	0.1264446931
595	0.1262304023
596	0.1260409867
597	0.1259331645
598	0.1258034406
599	0.1255949082
600	0.1254415628
601	0.1252491849
602	0.1250810941
603	0.1250147454
604	0.1249445356
605	0.1247243977
606	0.1246641402
607	0.1245895478
608	0.1244693213
609	0.1242114934
610	0.1240550081
611	0.1238369894
612	0.1235979898
613	0.1233963363
614	0.1232286006
615	0.1230467519
616	0.1229983329
617	0.1229247946
618	0.1226848297
619	0.1225758204
620	0.1225369098
621	0.1222638594
622	0.1221389508
623	0.1219243272
624	0.1218952025
625	0.1217915632
626	0.1216843512
627	0.1214394934
628	0.1214006162
629	0.1211938035
630	0.1211487352
631	0.1209760511
632	0.120869871
633	0.1205941577
634	0.1204864465
635	0.1204115324
636	0.1203243138
637	0.1202760612
638	0.1201068387
639	0.1199784129
640	0.1198884317
641	0.1197613595
642	0.119668904
643	0.1195214834
644	0.1194571984
645	0.1193962419
646	0.1192530374
647	0.1191146704
648	0.1189919364
649	0.1188951872
650	0.1187586065
651	0.118587753
652	0.1184820944
653	0.1183659287
654	0.1182314671
655	0.1180480984
656	0.1178585275
657	0.1177085218
658	0.1175619666
659	0.1173701434
660	0.1171961167
661	0.1171185176
662	0.1169695881
663	0.1169296901
664	0.1168471314
665	0.1167735376
666	0.1166067117
667	0.1164455443
668	0.1161622198
669	0.1159079977
670	0.1157698083
671	0.1156344591
672	0.1155760101
673	0.1154699299
674	0.1153735578
675	0.1152805587
676	0.1152049345
677	0.1151520996
678	0.1151426244
679	0.1149082737
680	0.114618625
681	0.1144397942
682	0.1143691184
683	0.1142156288
684	0.1141509887
685	0.1140458071
686	0.1137497899
687	0.1136577005
688	0.1136317602
689	0.1135046658
690	0.1134765064
691	0.1133622602
692	0.1131411348
693	0.1129321808
694	0.1127560905
695	0.1126965098
696	0.1126515968
697	0.1126276758
698	0.1126262778
699	0.1125854478
700	0.112378968
701	0.1123514299
702	0.1123032772
703	0.1122100562
704	0.1121194314
705	0.111982185
706	0.1118584857
707	0.1116998369
708	0.111533954
709	0.1114325115
710	0.1113366942
711	0.1111533366
712	0.1110004239
713	0.1109175435
714	0.1107365824
715	0.110585911
716	0.1105374587
717	0.1104564755
718	0.1104113628
719	0.1103782772
720	0.1102750484
721	0.1101701332
722	0.1100441372
723	0.110010164
724	0.1099735724
725	0.1099251977
726	0.1097946084
727	0.1095916124
728	0.109537546
729	0.1093678797
730	0.1092634859
731	0.1091872848
732	0.1090272601
733	0.1089430372
734	0.108749816
735	0.1086140231
736	0.1085682114
737	0.1085292233
738	0.1084623753
739	0.1083760776
740	0.1082898465
741	0.10826273
742	0.1081564723
743	0.1080579256
744	0.107986107
745	0.1078575702
746	0.1077795606
747	0.107653254
748	0.1075061995
749	0.1074680767
750	0.1073609757
751	0.1072573808
752	0.1071810243
753	0.1069600986
754	0.1068422909
755	0.106726458
756	0.1065774064
757	0.1063977102
758	0.1062798691
759	0.1060749315
760	0.1060206987
761	0.1058435321
762	0.1057936263
763	0.1057169259
764	0.1055854822
765	0.1054962222
766	0.1054067624
767	0.1053613501
768	0.1053355096
769	0.1051913399
770	0.1051012144
771	0.1049068171
772	0.1048911287
773	0.1047894753
774	0.1047517853
775	0.1046610385
776	0.1045090911
777	0.1044734647
778	0.1043015905
779	0.1041150486
780	0.1039008687
781	0.1037986718
782	0.1037092342
783	0.1036084906
784	0.1035763149
785	0.1035296267
786	0.1034603045
787	0.1034289053
788	0.1032916146
789	0.1031825054
790	0.1030841917
791	0.1029832928
792	0.102920084
793	0.1028569973
794	0.1027558544
795	0.1026391561
796	0.1025520706
797	0.1024081672
798	0.1022927116
799	0.1021748483
800	0.1021377019
801	0.1020838796
802	0.1019713864
803	0.1018383561
804	0.1017165097
805	0.1016985911
806	0.1016794299
807	0.101524276
808	0.1014402417
809	0.1013522354
810	0.101284289
811	0.1011571169
812	0.1011302224
813	0.100900576
814	0.1007756452
815	0.1006431808
816	0.1005145885
817	0.1004542534
818	0.1004336165
819	0.1003311311
820	0.1002575705
821	0.1002201357
822	0.1000936737
823	0.10006314
824	0.1000118917
825	0.09988637286
826	0.09980211666
827	0.09958953453
828	0.09942051177
829	0.09934959189
830	0.09926107517
831	0.09919128699
832	0.09903838541
833	0.09899209665
834	0.09887461063
835	0.09872917605
836	0.09861791438
837	0.09838112274
